type_of_algo,minRF,minCS,maxOR,inpfile,outfile,data_read,patterns_checked,process_done
cmine,0.035,0.5,0.05,./../dataset/cabs120k08/cabs120k08_125K.txt,././outputs/cabs120k08/cabs120k08_0.035_0.5_0.05_cabs120k08_final_125K.txt,0.151748,157,7.413217
cmine,0.035,0.5,0.1,./../dataset/cabs120k08/cabs120k08_125K.txt,././outputs/cabs120k08/cabs120k08_0.035_0.5_0.1_cabs120k08_final_125K.txt,0.150279,572,29.248279
cmine,0.035,0.5,0.15,./../dataset/cabs120k08/cabs120k08_125K.txt,././outputs/cabs120k08/cabs120k08_0.035_0.5_0.15_cabs120k08_final_125K.txt,0.150227,1528,84.378756
cmine,0.035,0.5,0.2,./../dataset/cabs120k08/cabs120k08_125K.txt,././outputs/cabs120k08/cabs120k08_0.035_0.5_0.2_cabs120k08_final_125K.txt,0.150899,3433,204.562735
cmine,0.035,0.5,0.25,./../dataset/cabs120k08/cabs120k08_125K.txt,././outputs/cabs120k08/cabs120k08_0.035_0.5_0.25_cabs120k08_final_125K.txt,0.148318,6465,407.104474
cmine,0.035,0.5,0.3,./../dataset/cabs120k08/cabs120k08_125K.txt,././outputs/cabs120k08/cabs120k08_0.035_0.5_0.3_cabs120k08_final_125K.txt,0.148967,10423,690.402061
cmine,0.035,0.5,0.35,./../dataset/cabs120k08/cabs120k08_125K.txt,././outputs/cabs120k08/cabs120k08_0.035_0.5_0.35_cabs120k08_final_125K.txt,0.150562,15214,1044.337012
cmine,0.035,0.5,0.4,./../dataset/cabs120k08/cabs120k08_125K.txt,././outputs/cabs120k08/cabs120k08_0.035_0.5_0.4_cabs120k08_final_125K.txt,0.150247,20152,1411.826144
cmine,0.035,0.5,0.45,./../dataset/cabs120k08/cabs120k08_125K.txt,././outputs/cabs120k08/cabs120k08_0.035_0.5_0.45_cabs120k08_final_125K.txt,0.170692,25024,2250.275871
cmine,0.035,0.5,0.5,./../dataset/cabs120k08/cabs120k08_125K.txt,././outputs/cabs120k08/cabs120k08_0.035_0.5_0.5_cabs120k08_final_125K.txt,0.150573,28993,2309.302649
cmine,0.035,0.5,0.4,./../dataset/cabs120k08/cabs120k08_105K.txt,././outputs/cabs120k08/cabs120k08_0.035_0.5_0.4_cabs120k08_final_105K.txt,0.128314,20264,1210.367061
