type_of_algo,minRF,minCS,maxOR,increment,inpfile,outfile,candidate_old,candidate_new,process_done
cmine_increment,0.055,0.3,0.05,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.055_0.3_0.05_synthetic.txt,2,877,3.0772998333
cmine_increment,0.055,0.3,0.1,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.055_0.3_0.1_synthetic.txt,8,882,2.91782402992
cmine_increment,0.055,0.3,0.15,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.055_0.3_0.15_synthetic.txt,12,878,3.05345797539
cmine_increment,0.055,0.3,0.2,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.055_0.3_0.2_synthetic.txt,14,878,3.42213797569
cmine_increment,0.055,0.3,0.25,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.055_0.3_0.25_synthetic.txt,14,878,3.37103509903
cmine_increment,0.055,0.3,0.3,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.055_0.3_0.3_synthetic.txt,16,879,3.14129900932
cmine_increment,0.055,0.3,0.2,5,../dataset/synthetic/synthetic_increment_5K.txt,./outputs/kosarak/kosarak_5_0.055_0.3_0.2_test_out.txt,5,856,2.43134093285
cmine_increment,0.055,0.3,0.2,10,../dataset/synthetic/synthetic_increment_10K.txt,./outputs/kosarak/kosarak_10_0.055_0.3_0.2_test_out.txt,1,866,2.46772289276
cmine_increment,0.055,0.3,0.2,15,../dataset/synthetic/synthetic_increment_15K.txt,./outputs/kosarak/kosarak_15_0.055_0.3_0.2_test_out.txt,1,867,2.5548210144
cmine_increment,0.055,0.3,0.2,20,../dataset/synthetic/synthetic_increment_20K.txt,./outputs/kosarak/kosarak_20_0.055_0.3_0.2_test_out.txt,1,868,2.73903393745
cmine_increment,0.055,0.3,0.2,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.055_0.3_0.2_test_out.txt,14,878,3.23748803139
cmine_increment,0.055,0.3,0.2,30,../dataset/synthetic/synthetic_increment_30K.txt,./outputs/kosarak/kosarak_30_0.055_0.3_0.2_test_out.txt,14,878,3.31506609917
cmine_increment,0.055,0.3,0.2,35,../dataset/synthetic/synthetic_increment_35K.txt,./outputs/kosarak/kosarak_35_0.055_0.3_0.2_test_out.txt,14,878,3.4972949028
cmine_increment,0.055,0.3,0.2,40,../dataset/synthetic/synthetic_increment_40K.txt,./outputs/kosarak/kosarak_40_0.055_0.3_0.2_test_out.txt,1,869,3.90330982208
cmine_increment,0.055,0.3,0.2,45,../dataset/synthetic/synthetic_increment_45K.txt,./outputs/kosarak/kosarak_45_0.055_0.3_0.2_test_out.txt,14,879,3.98355388641
cmine_increment,0.055,0.3,0.2,50,../dataset/synthetic/synthetic_increment_50K.txt,./outputs/kosarak/kosarak_50_0.055_0.3_0.2_test_out.txt,14,879,4.50931096077
