type_of_algo,minRF,minCS,maxOR,increment,inpfile,outfile,candidate_old,candidate_new,process_done
cmine_increment,0.05,0.3,0.05,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.3_0.05_synthetic.txt,47,937,4.22360992432
cmine_increment,0.05,0.3,0.1,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.3_0.1_synthetic.txt,177,1088,7.19883108139
cmine_increment,0.05,0.3,0.15,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.3_0.15_synthetic.txt,429,1338,11.5606811047
cmine_increment,0.05,0.3,0.2,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.3_0.2_synthetic.txt,855,1761,17.459430933
cmine_increment,0.05,0.3,0.25,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.3_0.25_synthetic.txt,1411,2328,30.2578780651
cmine_increment,0.05,0.3,0.3,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.3_0.3_synthetic.txt,2138,3033,40.1593718529
cmine_increment,0.05,0.3,0.2,5,../dataset/synthetic/synthetic_increment_5K.txt,./outputs/kosarak/kosarak_5_0.05_0.3_0.2_test_out.txt,39,925,3.09856104851
cmine_increment,0.05,0.3,0.2,10,../dataset/synthetic/synthetic_increment_10K.txt,./outputs/kosarak/kosarak_10_0.05_0.3_0.2_test_out.txt,42,945,3.70191907883
cmine_increment,0.05,0.3,0.2,15,../dataset/synthetic/synthetic_increment_15K.txt,./outputs/kosarak/kosarak_15_0.05_0.3_0.2_test_out.txt,42,944,4.71693301201
cmine_increment,0.05,0.3,0.2,20,../dataset/synthetic/synthetic_increment_20K.txt,./outputs/kosarak/kosarak_20_0.05_0.3_0.2_test_out.txt,820,1724,16.4310648441
cmine_increment,0.05,0.3,0.2,25,../dataset/synthetic/synthetic_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.3_0.2_test_out.txt,855,1761,17.458673954
cmine_increment,0.05,0.3,0.2,30,../dataset/synthetic/synthetic_increment_30K.txt,./outputs/kosarak/kosarak_30_0.05_0.3_0.2_test_out.txt,425,1330,12.9659409523
cmine_increment,0.05,0.3,0.2,35,../dataset/synthetic/synthetic_increment_35K.txt,./outputs/kosarak/kosarak_35_0.05_0.3_0.2_test_out.txt,462,1361,13.5435490608
cmine_increment,0.05,0.3,0.2,40,../dataset/synthetic/synthetic_increment_40K.txt,./outputs/kosarak/kosarak_40_0.05_0.3_0.2_test_out.txt,450,1359,14.0452859402
cmine_increment,0.05,0.3,0.2,45,../dataset/synthetic/synthetic_increment_45K.txt,./outputs/kosarak/kosarak_45_0.05_0.3_0.2_test_out.txt,466,1367,14.9351620674
cmine_increment,0.05,0.3,0.2,50,../dataset/synthetic/synthetic_increment_50K.txt,./outputs/kosarak/kosarak_50_0.05_0.3_0.2_test_out.txt,276,1161,12.5635728836
