type_of_algo,minRF,minCS,maxOR,increment,inpfile,outfile,candidate_old,candidate_new,process_done
cmine_increment,0.08,0.5,0.1,25,../dataset/bmspos_1L/increment_25K.txt,./outputs/bmspos/bmspos_25_0.08_0.5_0.1_bmspos_final.txt,4,1180,8.9535191059
cmine_increment,0.08,0.5,0.2,25,../dataset/bmspos_1L/increment_25K.txt,./outputs/bmspos/bmspos_25_0.08_0.5_0.2_bmspos_final.txt,20,1195,10.3613159657
cmine_increment,0.08,0.5,0.3,25,../dataset/bmspos_1L/increment_25K.txt,./outputs/bmspos/bmspos_25_0.08_0.5_0.3_bmspos_final.txt,55,1271,12.6742630005
cmine_increment,0.08,0.5,0.4,25,../dataset/bmspos_1L/increment_25K.txt,./outputs/bmspos/bmspos_25_0.08_0.5_0.4_bmspos_final.txt,182,1546,21.2411651611
cmine_increment,0.08,0.5,0.5,25,../dataset/bmspos_1L/increment_25K.txt,./outputs/bmspos/bmspos_25_0.08_0.5_0.5_bmspos_final.txt,497,1969,42.1674301624
cmine_increment,0.08,0.5,0.6,25,../dataset/bmspos_1L/increment_25K.txt,./outputs/bmspos/bmspos_25_0.08_0.5_0.6_bmspos_final.txt,1435,3115,109.950494051
cmine_increment,0.08,0.5,0.7,25,../dataset/bmspos_1L/increment_25K.txt,./outputs/bmspos/bmspos_25_0.08_0.5_0.7_bmspos_final.txt,3770,5603,257.666312933
cmine_increment,0.08,0.5,0.8,25,../dataset/bmspos_1L/increment_25K.txt,./outputs/bmspos/bmspos_25_0.08_0.5_0.8_bmspos_final.txt,8032,9681,683.094274998
cmine_increment,0.08,0.5,0.9,25,../dataset/bmspos_1L/increment_25K.txt,./outputs/bmspos/bmspos_25_0.08_0.5_0.9_bmspos_final.txt,16220,17649,1282.98824191
cmine_increment,0.08,0.5,0.6,5,../dataset/bmspos_1L/increment_5K.txt,./outputs/bmspos/bmspos_5_0.08_0.5_0.6_test_out.txt,1218,2158,64.0518801212
cmine_increment,0.08,0.5,0.6,10,../dataset/bmspos_1L/increment_10K.txt,./outputs/bmspos/bmspos_10_0.08_0.5_0.6_test_out.txt,479,2331,45.0273239613
cmine_increment,0.08,0.5,0.6,15,../dataset/bmspos_1L/increment_15K.txt,./outputs/bmspos/bmspos_15_0.08_0.5_0.6_test_out.txt,772,2659,63.5854709148
cmine_increment,0.08,0.5,0.6,20,../dataset/bmspos_1L/increment_20K.txt,./outputs/bmspos/bmspos_20_0.08_0.5_0.6_test_out.txt,1148,2976,86.1917519569
cmine_increment,0.08,0.5,0.6,25,../dataset/bmspos_1L/increment_25K.txt,./outputs/bmspos/bmspos_25_0.08_0.5_0.6_test_out.txt,1435,3115,109.062278986
cmine_increment,0.08,0.5,0.6,30,../dataset/bmspos_1L/increment_30K.txt,./outputs/bmspos/bmspos_30_0.08_0.5_0.6_test_out.txt,1476,3190,122.428804874
cmine_increment,0.08,0.5,0.6,35,../dataset/bmspos_1L/increment_35K.txt,./outputs/bmspos/bmspos_35_0.08_0.5_0.6_test_out.txt,917,2451,86.7575941086
cmine_increment,0.08,0.5,0.6,40,../dataset/bmspos_1L/increment_40K.txt,./outputs/bmspos/bmspos_40_0.08_0.5_0.6_test_out.txt,878,2415,88.6000070572
cmine_increment,0.08,0.5,0.6,45,../dataset/bmspos_1L/increment_45K.txt,./outputs/bmspos/bmspos_45_0.08_0.5_0.6_test_out.txt,719,2134,69.138892889
cmine_increment,0.08,0.5,0.6,50,../dataset/bmspos_1L/increment_50K.txt,./outputs/bmspos/bmspos_50_0.08_0.5_0.6_test_out.txt,725,2172,74.0204389095
cmine_increment,0.08,0.5,0.6,55,../dataset/bmspos_1L/increment_55K.txt,./outputs/bmspos/bmspos_55_0.08_0.5_0.6_test_out.txt,870,2323,83.4718790054
cmine_increment,0.08,0.5,0.6,60,../dataset/bmspos_1L/increment_60K.txt,./outputs/bmspos/bmspos_60_0.08_0.5_0.6_test_out.txt,908,2558,112.06355691
cmine_increment,0.08,0.5,0.6,65,../dataset/bmspos_1L/increment_65K.txt,./outputs/bmspos/bmspos_65_0.08_0.5_0.6_test_out.txt,710,2235,85.3728089333
cmine_increment,0.08,0.5,0.6,70,../dataset/bmspos_1L/increment_70K.txt,./outputs/bmspos/bmspos_70_0.08_0.5_0.6_test_out.txt,754,2273,92.0944850445
cmine_increment,0.08,0.5,0.6,75,../dataset/bmspos_1L/increment_75K.txt,./outputs/bmspos/bmspos_75_0.08_0.5_0.6_test_out.txt,786,2300,99.0490801334
cmine_increment,0.08,0.5,0.6,80,../dataset/bmspos_1L/increment_80K.txt,./outputs/bmspos/bmspos_80_0.08_0.5_0.6_test_out.txt,792,2309,103.036068916
cmine_increment,0.08,0.5,0.6,85,../dataset/bmspos_1L/increment_85K.txt,./outputs/bmspos/bmspos_85_0.08_0.5_0.6_test_out.txt,466,1883,70.6838359833
cmine_increment,0.08,0.5,0.6,90,../dataset/bmspos_1L/increment_90K.txt,./outputs/bmspos/bmspos_90_0.08_0.5_0.6_test_out.txt,157,1558,46.4780218601
cmine_increment,0.08,0.5,0.6,95,../dataset/bmspos_1L/increment_95K.txt,./outputs/bmspos/bmspos_95_0.08_0.5_0.6_test_out.txt,809,2377,116.499294043
cmine_increment,0.08,0.5,0.6,100,../dataset/bmspos_1L/increment_100K.txt,./outputs/bmspos/bmspos_100_0.08_0.5_0.6_test_out.txt,809,2396,121.272843122
